[Info   :BoboBay.Archipelago] [APDebug] Found 940 ItemScriptableObjects:
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Leftover Pizza' | Title: 'Leftover Pizza' | Type: Snack | Price: 1
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Aztec' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipGlasses_Turtle' | Title: 'Hip Glasses' | Type: Accessory | Price: 160
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_ZigZag' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_BackwardsHead' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'DressShoes_Black' | Title: 'Dress Shoes' | Type: Accessory | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Mouse_Cracker' | Title: 'Super Mouse Cracker' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Dragon_Cracker' | Title: 'Super Dragon Cracker' | Type: Snack | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Dog_Cracker' | Title: 'Super Dog Cracker' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Elephant Cracker' | Title: 'Super Elephant Cracker' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Super_Penguin_Cracker' | Title: 'Super Penguin Cracker' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HandBag_Brown' | Title: 'Hand Bag' | Type: Accessory | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PowderedWig' | Title: 'Powdered Wig' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Restaurant_Ramen' | Title: 'Ramen' | Type: Snack | Price: 500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_NoArms' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tie_Red' | Title: 'Tie' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VintageSunGlasses_Gold' | Title: 'Vintage Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Unripe Skyberry' | Title: 'Small Skyberry' | Type: Snack | Price: 10
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PointyBeard_Black' | Title: 'Pointy Beard' | Type: Accessory | Price: 750
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PrettyWig_Brown' | Title: 'Pretty Wig' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BowTie_White' | Title: 'Bow Tie' | Type: Accessory | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Water' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Triangles' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Squares' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Checkers_A' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Stripes_A' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_AnimalStripes' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VitaDrop_Bricks' | Title: 'Vita Drop' | Type: Snack | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Mustache_White' | Title: 'Mustache' | Type: Accessory | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'NinjaMask' | Title: 'Ninja Mask' | Type: Accessory | Price: 700
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Monocle_Black' | Title: 'Monocle' | Type: Accessory | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bionic_LeftArm' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Strawberry Donut' | Title: 'Strawberry Donut' | Type: Snack | Price: 400
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_Tiny' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tie_BlackB' | Title: 'Tie' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'FedoraNormal_Gray' | Title: 'Fedora' | Type: Accessory | Price: 350
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PointyBeard_White' | Title: 'Pointy Beard' | Type: Accessory | Price: 750
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Pumps_White' | Title: 'Pumps' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Hagoromo_White' | Title: 'Hagoromo' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BigBeard_White' | Title: 'Pointy Beard' | Type: Accessory | Price: 750
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tiara_Gold' | Title: 'Tiara' | Type: Accessory | Price: 2000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'DressShoes_Brown' | Title: 'Dress Shoes' | Type: Accessory | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Hagoromo_Pink' | Title: 'Hagoromo' | Type: Accessory | Price: 1000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Tie_Black' | Title: 'Tie' | Type: Accessory | Price: 450
[Info   :BoboBay.Archipelago] [APDebug] Item: 'PrettyWig_Blonde' | Title: 'Pretty Wig' | Type: Accessory | Price: 900
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Sneakers_A_Gold' | Title: 'New Sneakers' | Type: Accessory | Price: 3000
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Mustache_Green' | Title: 'Mustache' | Type: Accessory | Price: 600
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_WhiteFrame_BlackLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_Rainbow' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BionicLeftArm_Cracker (not working)' | Title: '' | Type: Snack | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Stone Ambertz' | Title: 'Ambertz Stone' | Type: Snack | Price: 120
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Bionic_LeftFeet' | Title: '' | Type: 0 | Price: 0
[Info   :BoboBay.Archipelago] [APDebug] Item: 'BionicLeftFoot_Cracker (not working)' | Title: '' | Type: Snack | Price: 800
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_T-Pose' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_NoBobber' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_Flat' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Gumball_Large' | Title: 'Gumball' | Type: Snack | Price: 5
[Info   :BoboBay.Archipelago] [APDebug] Item: 'DoctorHeadMirror' | Title: 'Doctor's Head Mirror' | Type: Accessory | Price: 1500
[Info   :BoboBay.Archipelago] [APDebug] Item: 'HipSunGlasses_Turtle' | Title: 'Hip Glasses' | Type: Accessory | Price: 160
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_BlackFrame_PurpleLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_BlackFrame_GoldLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'SkiGoggles_Eyes' | Title: 'Ski Goggles' | Type: Accessory | Price: 300
[Info   :BoboBay.Archipelago] [APDebug] Item: 'CyclingGlasses_BlackFrame_BlackLens' | Title: 'Cycling Glasses' | Type: Accessory | Price: 200
[Info   :BoboBay.Archipelago] [APDebug] Item: 'VintageGlasses_GreenLenses' | Title: 'Vintage Glasses' | Type: Accessory | Price: 250
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Restaurant_Mochi' | Title: 'Mochi' | Type: Snack | Price: 460
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Restaurant_Takoyaki' | Title: 'Mushroom Takoyaki' | Type: Snack | Price: 390
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Stinky Palmwelon' | Title: 'Stinky Palmwelon' | Type: Snack | Price: 7
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dirty Cheetanana' | Title: 'Dirty Cheetanana' | Type: Snack | Price: 7
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Dusty Skyberry' | Title: 'Dusty Skyberry' | Type: Snack | Price: 7
[Info   :BoboBay.Archipelago] [APDebug] Item: 'Penguin_Feet_Natural' | Title: '' | Type: 0 | Price: 0
